date,time,event,sender,recipient,function,ID,duration,activity,CT,DimLevel,Number of Areas,Area1,Area2,Area3,Area4,Interaction ID
28/11/16,08:44:04,MULI Pointer,,Server,updateArea,,,,4467,0,1,3,,,,
28/11/16,08:49:03,MULI Pointer,,Server,updateArea,,,,8000,65535,1,0,,,,
28/11/16,08:49:03,MULI Pointer,,Server,updateArea,,,,8000,65535,1,1,,,,
28/11/16,08:49:03,MULI Pointer,,Server,updateArea,,,,8000,65535,1,2,,,,
28/11/16,08:49:03,MULI Pointer,,Server,updateArea,,,,8000,65535,1,3,,,,
28/11/16,08:49:03,MULI Pointer,,Server,updateArea,,,,8000,65535,1,0,,,,
28/11/16,08:49:03,MULI Pointer,,Server,updateArea,,,,8000,65535,1,1,,,,
28/11/16,08:49:03,MULI Pointer,,Server,updateArea,,,,8000,65535,1,2,,,,
28/11/16,08:49:03,MULI Pointer,,Server,updateArea,,,,8000,65535,1,3,,,,
28/11/16,08:55:12,MULI Pointer,,Server,updateArea,,,,8000,65535,1,0,,,,
28/11/16,08:55:12,MULI Pointer,,Server,updateArea,,,,8000,65535,1,1,,,,
28/11/16,08:55:12,MULI Pointer,,Server,updateArea,,,,8000,65535,1,2,,,,
28/11/16,08:55:12,MULI Pointer,,Server,updateArea,,,,8000,65535,1,3,,,,
28/11/16,08:55:12,MULI Pointer,,Server,updateArea,,,,8000,65535,1,0,,,,
28/11/16,08:55:12,MULI Pointer,,Server,updateArea,,,,8000,65535,1,1,,,,
28/11/16,08:55:12,MULI Pointer,,Server,updateArea,,,,8000,65535,1,2,,,,
28/11/16,08:55:12,MULI Pointer,,Server,updateArea,,,,8000,65535,1,3,,,,
28/11/16,09:04:39,MULI Pointer,,Server,updateArea,,,,8000,65535,1,0,,,,
28/11/16,09:04:39,MULI Pointer,,Server,updateArea,,,,8000,65535,1,1,,,,
28/11/16,09:04:39,MULI Pointer,,Server,updateArea,,,,8000,65535,1,2,,,,
28/11/16,09:04:39,MULI Pointer,,Server,updateArea,,,,8000,65535,1,3,,,,
28/11/16,09:04:39,MULI Pointer,,Server,updateArea,,,,8000,65535,1,0,,,,
28/11/16,09:04:39,MULI Pointer,,Server,updateArea,,,,8000,65535,1,1,,,,
28/11/16,09:04:39,MULI Pointer,,Server,updateArea,,,,8000,65535,1,2,,,,
28/11/16,09:04:39,MULI Pointer,,Server,updateArea,,,,8000,65535,1,3,,,,
28/11/16,09:05:03,MULI Pointer,,Server,updateArea,,,,8000,65535,1,0,,,,
28/11/16,09:05:03,MULI Pointer,,Server,updateArea,,,,8000,65535,1,1,,,,
28/11/16,09:05:03,MULI Pointer,,Server,updateArea,,,,8000,65535,1,2,,,,
28/11/16,09:05:03,MULI Pointer,,Server,updateArea,,,,8000,65535,1,3,,,,
28/11/16,09:05:03,MULI Pointer,,Server,updateArea,,,,8000,65535,1,0,,,,
28/11/16,09:05:03,MULI Pointer,,Server,updateArea,,,,8000,65535,1,1,,,,
28/11/16,09:05:03,MULI Pointer,,Server,updateArea,,,,8000,65535,1,2,,,,
28/11/16,09:05:03,MULI Pointer,,Server,updateArea,,,,8000,65535,1,3,,,,
28/11/16,09:06:08,MULI Pointer,,Server,updateArea,,,,8000,65535,1,0,,,,
28/11/16,09:06:08,MULI Pointer,,Server,updateArea,,,,8000,65535,1,1,,,,
28/11/16,09:06:08,MULI Pointer,,Server,updateArea,,,,8000,65535,1,2,,,,
28/11/16,09:06:08,MULI Pointer,,Server,updateArea,,,,8000,65535,1,3,,,,
28/11/16,09:06:08,MULI Pointer,,Server,updateArea,,,,8000,65535,1,0,,,,
28/11/16,09:06:08,MULI Pointer,,Server,updateArea,,,,8000,65535,1,1,,,,
28/11/16,09:06:08,MULI Pointer,,Server,updateArea,,,,8000,65535,1,2,,,,
28/11/16,09:06:08,MULI Pointer,,Server,updateArea,,,,8000,65535,1,3,,,,
28/11/16,09:06:46,MULI Pointer,,Server,updateArea,,,,8000,65535,1,0,,,,
28/11/16,09:06:46,MULI Pointer,,Server,updateArea,,,,8000,65535,1,1,,,,
28/11/16,09:06:46,MULI Pointer,,Server,updateArea,,,,8000,65535,1,2,,,,
28/11/16,09:06:46,MULI Pointer,,Server,updateArea,,,,8000,65535,1,3,,,,
28/11/16,09:06:46,MULI Pointer,,Server,updateArea,,,,8000,65535,1,0,,,,
28/11/16,09:06:46,MULI Pointer,,Server,updateArea,,,,8000,65535,1,1,,,,
28/11/16,09:06:46,MULI Pointer,,Server,updateArea,,,,8000,65535,1,2,,,,
28/11/16,09:06:46,MULI Pointer,,Server,updateArea,,,,8000,65535,1,3,,,,
28/11/16,09:08:14,MULI Pointer,,Server,updateArea,,,,8000,65535,1,0,,,,
28/11/16,09:08:14,MULI Pointer,,Server,updateArea,,,,8000,65535,1,1,,,,
28/11/16,09:08:14,MULI Pointer,,Server,updateArea,,,,8000,65535,1,2,,,,
28/11/16,09:08:14,MULI Pointer,,Server,updateArea,,,,8000,65535,1,3,,,,
28/11/16,09:08:14,MULI Pointer,,Server,updateArea,,,,8000,65535,1,0,,,,
28/11/16,09:08:14,MULI Pointer,,Server,updateArea,,,,8000,65535,1,1,,,,
28/11/16,09:08:14,MULI Pointer,,Server,updateArea,,,,8000,65535,1,2,,,,
28/11/16,09:08:14,MULI Pointer,,Server,updateArea,,,,8000,65535,1,3,,,,
28/11/16,09:08:16,MULI Pointer,,Server,updateArea,,,,2787,49601,1,0,,,,
28/11/16,09:08:16,MULI Pointer,,Server,updateArea,,,,3058,43176,1,1,,,,
28/11/16,09:08:16,MULI Pointer,,Server,updateArea,,,,3528,48830,1,2,,,,
28/11/16,09:08:16,MULI Pointer,,Server,updateArea,,,,3577,40863,1,3,,,,
28/11/16,10:00:26,MULI Pointer,,Server,updateArea,,,,2836,48059,1,0,,,,
28/11/16,10:00:26,MULI Pointer,,Server,updateArea,,,,3058,41377,1,1,,,,
28/11/16,10:00:26,MULI Pointer,,Server,updateArea,,,,2885,45489,1,0,,,,
28/11/16,10:00:26,MULI Pointer,,Server,updateArea,,,,3108,38807,1,1,,,,
28/11/16,10:00:26,MULI Pointer,,Server,updateArea,,,,3528,42919,1,2,,,,
28/11/16,10:00:26,MULI Pointer,,Server,updateArea,,,,2910,43690,1,0,,,,
28/11/16,10:00:26,MULI Pointer,,Server,updateArea,,,,3132,37265,1,1,,,,
28/11/16,10:00:26,MULI Pointer,,Server,updateArea,,,,3701,36237,1,3,,,,
28/11/16,10:00:26,MULI Pointer,,Server,updateArea,,,,3552,41634,1,2,,,,
28/11/16,10:00:27,MULI Pointer,,Server,updateArea,,,,3108,24415,1,0,,,,
28/11/16,10:00:27,MULI Pointer,,Server,updateArea,,,,3380,18247,1,1,,,,
28/11/16,10:00:27,MULI Pointer,,Server,updateArea,,,,3725,24158,1,2,,,,
28/11/16,10:00:27,MULI Pointer,,Server,updateArea,,,,3972,17990,1,3,,,,
28/11/16,10:00:27,MULI Pointer,,Server,updateArea,,,,3132,22359,1,0,,,,
28/11/16,10:00:27,MULI Pointer,,Server,updateArea,,,,3404,16191,1,1,,,,
28/11/16,10:00:27,MULI Pointer,,Server,updateArea,,,,3775,21845,1,2,,,,
28/11/16,10:00:27,MULI Pointer,,Server,updateArea,,,,3997,15934,1,3,,,,
28/11/16,10:00:27,MULI Pointer,,Server,updateArea,,,,3132,21074,1,0,,,,
28/11/16,10:00:27,MULI Pointer,,Server,updateArea,,,,3404,14906,1,1,,,,
28/11/16,10:00:27,MULI Pointer,,Server,updateArea,,,,3775,20560,1,2,,,,
28/11/16,10:00:27,MULI Pointer,,Server,updateArea,,,,3997,14649,1,3,,,,
28/11/16,10:20:21,MULI Pointer,,Server,updateArea,,,,1947,23387,1,1,,,,
28/11/16,10:20:21,MULI Pointer,,Server,updateArea,,,,3108,55769,1,1,,,,
28/11/16,10:20:38,MULI Pointer,,Server,updateArea,,,,3552,47802,1,0,,,,
28/11/16,10:20:38,MULI Pointer,,Server,updateArea,,,,4145,46003,1,2,,,,
28/11/16,10:20:38,MULI Pointer,,Server,updateArea,,,,4170,39064,1,3,,,,
28/11/16,10:20:39,MULI Pointer,,Server,updateArea,,,,4417,50372,1,2,,,,
28/11/16,10:20:39,MULI Pointer,,Server,updateArea,,,,4318,43947,1,3,,,,
28/11/16,10:20:39,MULI Pointer,,Server,updateArea,,,,3898,54484,1,0,,,,
28/11/16,10:20:39,MULI Pointer,,Server,updateArea,,,,3132,57054,1,1,,,,
28/11/16,10:20:39,MULI Pointer,,Server,updateArea,,,,3725,62194,1,0,,,,
28/11/16,10:20:39,MULI Pointer,,Server,updateArea,,,,4244,58339,1,2,,,,
28/11/16,10:20:39,MULI Pointer,,Server,updateArea,,,,4121,51914,1,3,,,,
28/11/16,10:20:40,MULI Pointer,,Server,updateArea,,,,3602,62965,1,0,,,,
28/11/16,10:20:40,MULI Pointer,,Server,updateArea,,,,4121,59367,1,2,,,,
28/11/16,10:20:40,MULI Pointer,,Server,updateArea,,,,3997,52942,1,3,,,,
28/11/16,10:20:40,MULI Pointer,,Server,updateArea,,,,3478,63222,1,0,,,,
28/11/16,10:20:40,MULI Pointer,,Server,updateArea,,,,3997,59624,1,2,,,,
28/11/16,10:20:40,MULI Pointer,,Server,updateArea,,,,3874,53199,1,3,,,,
28/11/16,10:21:04,MULI Pointer,,Server,updateArea,,,,2614,41634,1,1,,,,
28/11/16,10:21:24,MULI Pointer,,Server,updateArea,,,,3330,38807,1,1,,,,
28/11/16,10:21:36,MULI Pointer,,Server,updateArea,,,,3429,42919,1,1,,,,
28/11/16,10:21:38,MULI Pointer,,Server,updateArea,,,,3380,44461,1,1,,,,
28/11/16,10:21:39,MULI Pointer,,Server,updateArea,,,,3330,45746,1,1,,,,
28/11/16,10:21:40,MULI Pointer,,Server,updateArea,,,,3256,49087,1,1,,,,
28/11/16,10:21:41,MULI Pointer,,Server,updateArea,,,,3132,52942,1,1,,,,
28/11/16,10:21:41,MULI Pointer,,Server,updateArea,,,,3108,47288,1,1,,,,
28/11/16,10:21:42,MULI Pointer,,Server,updateArea,,,,3182,36237,1,1,,,,
28/11/16,10:21:43,MULI Pointer,,Server,updateArea,,,,2861,52171,1,1,,,,
28/11/16,11:28:35,MULI Pointer,,Server,updateArea,,,,2762,50886,1,1,,,,
28/11/16,11:28:36,MULI Pointer,,Server,updateArea,,,,2712,44461,1,1,,,,
28/11/16,11:28:36,MULI Pointer,,Server,updateArea,,,,2737,42405,1,1,,,,
28/11/16,11:28:40,MULI Pointer,,Server,updateArea,,,,2861,42405,1,1,,,,
28/11/16,11:28:40,MULI Pointer,,Server,updateArea,,,,3034,36237,1,1,,,,
28/11/16,11:28:40,MULI Pointer,,Server,updateArea,,,,3404,10794,1,1,,,,
28/11/16,11:28:41,MULI Pointer,,Server,updateArea,,,,3602,3598,1,1,,,,
28/11/16,11:28:41,MULI Pointer,,Server,updateArea,,,,3651,0,1,1,,,,
28/11/16,11:28:42,MULI Pointer,,Server,updateArea,,,,3651,0,1,1,,,,
