date,time,event,sender,recipient,function,ID,duration,activity,CT,DimLevel,Number of Areas,Area1,Area2,Area3,Area4,Interaction ID
11/11/16,09:19:35,MULI Pointer,3,Server,setLight,,,,3528,27242,1,1,,,,
11/11/16,09:19:36,MULI Pointer,3,Server,setLight,,,,3528,27242,1,1,,,,
11/11/16,09:19:37,MULI Pointer,3,Server,setLight,,,,3528,27242,1,1,,,,
11/11/16,09:33:07,MULI Pointer,3,Server,setLight,,,,3972,36494,1,1,,,,
11/11/16,09:33:08,MULI Pointer,3,Server,setLight,,,,3972,36494,1,1,,,,
11/11/16,09:33:18,MULI Pointer,3,Server,setLight,,,,3083,38807,1,1,,,,
11/11/16,09:33:19,MULI Pointer,3,Server,setLight,,,,3083,38807,1,1,,,,
11/11/16,09:33:24,MULI Pointer,3,Server,setLight,,,,3972,38807,1,1,,,,
11/11/16,09:33:24,MULI Pointer,3,Server,setLight,,,,3972,38807,1,1,,,,
11/11/16,11:17:36,MULI Pointer,0,Server,setLight,,,,7876,16962,1,0,,,,
11/11/16,11:17:41,MULI Pointer,0,Server,setLight,,,,7876,16962,1,0,,,,
11/11/16,11:17:45,MULI Pointer,0,Server,setLight,,,,7876,16962,1,0,,,,
11/11/16,11:17:48,MULI Pointer,0,Server,setLight,,,,1823,0,1,0,,,,
11/11/16,11:17:52,MULI Pointer,0,Server,setLight,,,,1823,65535,1,0,,,,
11/11/16,11:17:57,MULI Pointer,0,Server,setLight,,,,1823,25957,1,0,,,,
11/11/16,11:18:01,MULI Pointer,0,Server,setLight,,,,1823,9509,1,0,,,,
11/11/16,11:18:04,MULI Pointer,0,Server,setLight,,,,2490,9509,1,0,,,,
11/11/16,11:18:06,MULI Pointer,0,Server,setLight,,,,2490,9509,1,0,,,,
11/11/16,11:18:09,MULI Pointer,0,Server,setLight,,,,4961,32639,1,0,,,,
11/11/16,11:18:10,MULI Pointer,0,Server,setLight,,,,4961,32639,1,0,,,,
11/11/16,11:18:15,MULI Pointer,0,Server,setLight,,,,7851,34952,1,0,,,,
11/11/16,11:18:17,MULI Pointer,0,Server,setLight,,,,7851,34952,1,0,,,,
11/11/16,11:18:20,MULI Pointer,0,Server,setLight,,,,4738,34952,1,0,,,,
11/11/16,11:18:22,MULI Pointer,0,Server,setLight,,,,4738,32639,1,1,,,,
11/11/16,11:18:24,MULI Pointer,0,Server,setLight,,,,4738,32639,1,3,,,,
11/11/16,11:18:25,MULI Pointer,0,Server,setLight,,,,4738,32639,1,2,,,,
11/11/16,11:18:28,MULI Pointer,0,Server,setLight,,,,4738,32639,1,1,,,,
11/11/16,11:18:34,MULI Pointer,0,Server,setLight,,,,1848,32639,1,1,,,,
11/11/16,11:18:38,MULI Pointer,0,Server,setLight,,,,1848,32639,1,0,,,,
11/11/16,11:18:43,MULI Pointer,0,Server,setLight,,,,1848,32639,1,3,,,,
11/11/16,11:18:44,MULI Pointer,0,Server,setLight,,,,1848,32639,1,2,,,,
11/11/16,11:18:53,MULI Pointer,0,Server,setLight,,,,4961,34952,1,0,,,,
11/11/16,11:18:55,MULI Pointer,0,Server,setLight,,,,4961,34952,1,1,,,,
11/11/16,11:18:57,MULI Pointer,0,Server,setLight,,,,4961,34952,1,3,,,,
11/11/16,11:18:58,MULI Pointer,0,Server,setLight,,,,5060,35466,1,2,,,,
11/11/16,13:01:07,MULI Pointer,0,Server,setLight,,,,4392,5140,1,0,,,,
11/11/16,13:01:13,MULI Pointer,0,Server,setLight,,,,4392,63736,1,0,,,,
11/11/16,13:01:18,MULI Pointer,0,Server,setLight,,,,7975,63736,1,0,,,,
11/11/16,13:01:21,MULI Pointer,0,Server,setLight,,,,1700,63736,1,0,,,,
11/11/16,13:01:23,MULI Pointer,0,Server,setLight,,,,3948,63736,1,0,,,,
11/11/16,13:01:25,MULI Pointer,0,Server,setLight,,,,4615,63736,1,0,,,,
11/11/16,17:37:07,MULI Pointer,2,Server,setLight,,,,1872,3341,1,0,,,,
11/11/16,17:37:10,MULI Pointer,2,Server,setLight,,,,1872,3341,1,1,,,,
11/11/16,17:37:13,MULI Pointer,2,Server,setLight,,,,1872,3341,1,3,,,,
11/11/16,17:37:16,MULI Pointer,2,Server,setLight,,,,1700,0,1,2,,,,
