date,time,event,sender,recipient,function,ID,duration,activity,CT,DimLevel,Number of Areas,Area1,Area2,Area3,Area4,Interaction ID
29/09/16,08:37:11,MULI FloorPlan,192.168.1.62,Server,applyDrawing,0,13711,,6571,8814,4,0,1,3,2,2016920180
29/09/16,08:37:12,MULI FloorPlan,192.168.1.62,Server,setActivity,0,14868,0,,,4,0,1,3,2,2016920181
29/09/16,08:48:08,MULI FloorPlan,192.168.1.62,Server,applyDrawing,10,10366,,4128,27638,1,0,,,,2016920182
29/09/16,08:48:10,MULI FloorPlan,192.168.1.62,Server,setActivity,10,12614,2,,,1,0,,,,2016920183
29/09/16,08:48:12,MULI FloorPlan,192.168.1.62,Server,setActivity,10,1639,1,,,1,0,,,,2016920184
29/09/16,09:20:41,MULI FloorPlan,192.168.1.62,Server,applyDrawing,23,8613,,4925,39090,1,3,,,,2016920185
29/09/16,09:20:45,MULI FloorPlan,192.168.1.62,Server,setActivity,23,12315,0,,,1,3,,,,2016920186
29/09/16,09:29:50,MULI FloorPlan,192.168.1.51,Server,setActivity,0,1133,0,,,1,3,,,,2016920187
29/09/16,10:46:35,MULI FloorPlan,192.168.1.36,Server,applyDrawing,64,11768,,1700,49274,2,1,2,,,2016920188
29/09/16,10:46:50,MULI FloorPlan,192.168.1.36,Server,applyDrawing,64,27077,,5861,49274,2,1,2,,,2016920188
29/09/16,10:46:56,MULI FloorPlan,192.168.1.36,Server,setActivity,64,33196,0,,,2,1,2,,,2016920188
29/09/16,10:47:00,MULI FloorPlan,192.168.1.36,Server,applyDrawing,64,3262,,4711,45355,2,1,2,,,2016920188
29/09/16,10:48:35,MULI FloorPlan,192.168.1.62,Server,applyDrawing,19,5730,,3483,50410,1,2,,,,2016920189
29/09/16,10:48:39,MULI FloorPlan,192.168.1.62,Server,setActivity,19,10470,0,,,1,2,,,,2016920190
29/09/16,10:48:55,MULI FloorPlan,192.168.1.62,Server,applyDrawing,19,7977,,7912,45355,1,1,,,,2016920191
29/09/16,10:49:00,MULI FloorPlan,192.168.1.62,Server,setActivity,19,13021,0,,,1,1,,,,2016920192
