date,time,event,sender,recipient,function,ID,duration,activity,CT,DimLevel,Number of Areas,Area1,Area2,Area3,Area4,Interaction ID
07/09/2016,13:43:37,MULI FloorPlan,10.37.129.2,Server,removeDrawing,999,5423,,,,4,0,1,3,2,201697000
07/09/2016,13:44:02,MULI FloorPlan,10.37.129.2,Server,applyDrawing,999,16792,,5390,65534,4,0,1,3,2,201697002
07/09/2016,13:44:11,MULI FloorPlan,10.37.129.2,Server,setActivity,999,26284,0,,,4,0,1,3,2,201697002
07/09/2016,13:44:19,MULI FloorPlan,10.37.129.2,Server,applyDrawing,999,6749,,8000,65534,4,0,1,3,2,201697002
07/09/2016,13:44:23,MULI FloorPlan,10.37.129.2,Server,setActivity,999,10890,0,,,4,0,1,3,2,201697002
07/09/2016,13:44:33,MULI FloorPlan,10.37.129.2,Server,applyDrawing,999,8693,,2510,40728,4,0,1,3,2,201697002
07/09/2016,15:26:10,MULI FloorPlan,10.37.129.2,Server,applyDrawing,999,7902,,8000,62569,2,0,1,,,201697003
07/09/2016,15:26:25,MULI FloorPlan,10.37.129.2,Server,applyDrawing,999,4066,,8000,62569,4,0,1,3,2,201697004
07/09/2016,15:26:26,MULI FloorPlan,10.37.129.2,Server,setActivity,999,4683,0,,,4,0,1,3,2,201697004
07/09/2016,15:26:40,MULI FloorPlan,10.37.129.2,Server,applyDrawing,999,6161,,1970,62569,4,0,1,3,2,201697005
07/09/2016,15:26:44,MULI FloorPlan,10.37.129.2,Server,setActivity,999,10601,0,,,4,0,1,3,2,201697005
07/09/2016,15:27:16,MULI FloorPlan,10.37.129.2,Server,applyDrawing,999,14087,,7100,62569,2,1,3,,,201697006
07/09/2016,15:27:21,MULI FloorPlan,10.37.129.2,Server,setActivity,999,19650,0,,,2,1,3,,,201697006
07/09/2016,15:27:25,MULI FloorPlan,10.37.129.2,Server,applyDrawing,999,3283,,7100,12646,2,1,3,,,201697006
07/09/2016,15:27:26,MULI FloorPlan,10.37.129.2,Server,setActivity,999,3835,0,,,2,1,3,,,201697006
07/09/2016,15:28:08,MULI FloorPlan,10.37.129.2,Server,applyDrawing,999,12017,,4535,36984,4,0,1,3,2,201697007
07/09/2016,15:28:21,MULI FloorPlan,10.37.129.2,Server,setActivity,999,24342,0,,,4,0,1,3,2,201697007
07/09/2016,15:28:32,MULI FloorPlan,10.37.129.2,Server,applyDrawing,999,9026,,3500,47280,4,0,1,3,2,201697007
07/09/2016,15:29:05,MULI FloorPlan,10.37.129.2,Server,applyDrawing,999,7237,,2915,65534,4,0,1,3,2,201697008
