date,time,event,sender,recipient,function,ID,duration,activity,CT,DimLevel,Number of Areas,Area1,Area2,Area3,Area4,Interaction ID
12/09/2016,09:25:07,MULI FloorPlan,192.168.1.51,Server,applyDrawing,999,13426,,3590,40260,4,0,1,3,2,2016912000
12/09/2016,09:25:08,MULI FloorPlan,192.168.1.51,Server,setActivity,999,14422,0,,,4,0,1,3,2,2016912001
12/09/2016,09:57:44,MULI FloorPlan,192.168.1.51,Server,applyDrawing,999,1142,,3590,40260,4,0,1,3,2,2016912002
12/09/2016,09:57:46,MULI FloorPlan,192.168.1.51,Server,setActivity,999,2954,0,,,4,0,1,3,2,2016912002
12/09/2016,10:45:18,MULI FloorPlan,192.168.1.51,Server,applyDrawing,999,6959,,4625,42132,2,2,3,,,2016912003
12/09/2016,10:45:20,MULI FloorPlan,192.168.1.51,Server,setActivity,999,9016,0,,,2,2,3,,,2016912003
12/09/2016,10:47:33,MULI FloorPlan,192.168.1.51,Server,applyDrawing,999,922,,1700,1700,1,2,,,,2016912004
12/09/2016,10:47:35,MULI FloorPlan,192.168.1.51,Server,setActivity,999,3167,2,,,1,2,,,,2016912004
12/09/2016,10:48:05,MULI FloorPlan,192.168.1.51,Server,applyDrawing,999,1539,,1700,1700,1,2,,,,2016912005
12/09/2016,10:48:09,MULI FloorPlan,192.168.1.51,Server,setActivity,999,5492,0,,,1,2,,,,2016912005
12/09/2016,10:53:47,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,973,,1700,1700,1,2,,,,2016912006
12/09/2016,10:53:49,MULI FloorPlan,192.168.1.51,Server,setActivity,0,2225,0,,,1,2,,,,2016912006
12/09/2016,15:42:14,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,7072,,4355,39324,1,1,,,,2016912007
12/09/2016,15:42:20,MULI FloorPlan,192.168.1.51,Server,setActivity,0,12913,1,,,1,1,,,,2016912007
12/09/2016,15:43:39,MULI FloorPlan,192.168.1.51,Server,removeDrawing,0,5626,,,,1,1,,,,2016912008
12/09/2016,15:43:51,MULI FloorPlan,192.168.1.51,Server,previewDrawing,0,3820,0,4940,52897,1,1,,,,2016912009
12/09/2016,15:43:56,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,8922,,4940,52897,1,1,,,,2016912009
12/09/2016,15:43:59,MULI FloorPlan,192.168.1.51,Server,setActivity,0,12200,0,,,1,1,,,,2016912009
12/09/2016,15:44:04,MULI FloorPlan,192.168.1.51,Server,removeDrawing,0,1962,,,,1,1,,,,2016912009
12/09/2016,15:45:35,MULI FloorPlan,192.168.1.51,Server,removeDrawing,0,1180,,,,1,1,,,,2016912010
12/09/2016,15:46:47,MULI FloorPlan,192.168.1.51,Server,removeDrawing,0,1255,,,,1,1,,,,2016912011
12/09/2016,15:46:50,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,1686,,1700,1700,1,0,,,,2016912011
12/09/2016,15:47:28,MULI FloorPlan,192.168.1.51,Server,previewDrawing,0,6432,0,5480,47748,1,0,,,,2016912012
12/09/2016,15:47:30,MULI FloorPlan,192.168.1.51,Server,removeDrawing,0,8714,,,,1,0,,,,2016912012
12/09/2016,15:47:36,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,4052,,5930,46812,1,0,,,,2016912012
12/09/2016,15:47:37,MULI FloorPlan,192.168.1.51,Server,setActivity,0,4957,1,,,1,0,,,,2016912012
12/09/2016,15:47:41,MULI FloorPlan,192.168.1.51,Server,removeDrawing,0,1113,,,,1,0,,,,2016912012
12/09/2016,15:47:46,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,3451,,5435,55705,1,1,,,,2016912012
12/09/2016,15:47:47,MULI FloorPlan,192.168.1.51,Server,setActivity,0,4718,1,,,1,1,,,,2016912012
12/09/2016,15:47:50,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,1388,,5435,55705,1,1,,,,2016912012
12/09/2016,15:47:51,MULI FloorPlan,192.168.1.51,Server,setActivity,0,2462,3,,,1,1,,,,2016912012
12/09/2016,15:47:53,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,569,,5435,55705,1,1,,,,2016912012
12/09/2016,15:47:54,MULI FloorPlan,192.168.1.51,Server,setActivity,0,1495,3,,,1,1,,,,2016912012
12/09/2016,15:55:07,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,2992,,1700,1700,1,1,,,,2016912013
12/09/2016,15:56:37,MULI FloorPlan,192.168.1.51,Server,previewDrawing,0,4977,0,4940,57109,1,1,,,,2016912014
12/09/2016,15:56:39,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,7017,,4940,57109,1,1,,,,2016912014
12/09/2016,15:56:40,MULI FloorPlan,192.168.1.51,Server,setActivity,0,8597,0,,,1,1,,,,2016912014
12/09/16,16:25,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,900,,1700,1700,1,1,,,,2016912015
12/09/16,16:25,MULI FloorPlan,192.168.1.51,Server,setActivity,0,1887,1,,,1,1,,,,2016912016
12/09/16,17:36,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,3958,,6110,47280,1,1,,,,2016912017
12/09/16,17:36,MULI FloorPlan,192.168.1.51,Server,setActivity,0,4783,1,,,1,1,,,,2016912018
12/09/16,17:36,MULI FloorPlan,192.168.1.51,Server,previewDrawing,0,778,1,6110,47280,1,1,,,,2016912019
12/09/16,17:37,MULI FloorPlan,192.168.1.51,Server,previewDrawing,0,3801,1,7145,47280,1,1,,,,2016912020
12/09/16,17:37,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,4731,,7145,47280,1,1,,,,2016912021
12/09/16,17:37,MULI FloorPlan,192.168.1.51,Server,setActivity,0,5523,4,,,1,1,,,,2016912022
12/09/16,17:37,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,3235,,2375,47280,4,0,1,3,2,2016912023
12/09/16,17:37,MULI FloorPlan,192.168.1.51,Server,setActivity,0,4040,2,,,4,0,1,3,2,2016912024
12/09/16,17:37,MULI FloorPlan,192.168.1.51,Server,removeDrawing,0,1331,,,,1,1,,,,2016912025
12/09/16,17:37,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,4801,,7370,47280,4,0,1,3,2,2016912026
12/09/16,17:37,MULI FloorPlan,192.168.1.51,Server,setActivity,0,5589,3,,,4,0,1,3,2,2016912027
12/09/16,17:37,MULI FloorPlan,192.168.1.51,Server,removeDrawing,0,2404,,,,2,0,2,,,2016912028
12/09/16,17:37,MULI FloorPlan,192.168.1.51,Server,removeDrawing,0,1330,,,,2,1,3,,,2016912029
12/09/16,17:37,MULI FloorPlan,192.168.1.51,Server,previewDrawing,0,4233,0,4175,1700,4,0,1,3,2,2016912030
12/09/16,17:37,MULI FloorPlan,192.168.1.51,Server,previewDrawing,0,6855,0,4175,42600,4,0,1,3,2,2016912031
12/09/16,17:37,MULI FloorPlan,192.168.1.51,Server,previewDrawing,0,9255,0,7370,42600,4,0,1,3,2,2016912032
12/09/16,17:37,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,9987,,7370,42600,4,0,1,3,2,2016912033
12/09/16,17:37,MULI FloorPlan,192.168.1.51,Server,setActivity,0,11178,1,,,4,0,1,3,2,2016912034
12/09/16,17:39,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,923,,1700,1700,1,2,,,,2016912035
12/09/16,17:39,MULI FloorPlan,192.168.1.51,Server,setActivity,0,1596,1,,,1,2,,,,2016912036
12/09/16,17:39,MULI FloorPlan,192.168.1.51,Server,previewDrawing,0,1432,0,1700,1700,2,2,3,,,2016912037
12/09/16,17:39,MULI FloorPlan,192.168.1.51,Server,previewDrawing,0,3394,0,8000,1700,2,2,3,,,2016912038
12/09/16,17:39,MULI FloorPlan,192.168.1.51,Server,removeDrawing,0,522,,,,2,2,3,,,2016912039
12/09/16,17:39,MULI FloorPlan,192.168.1.51,Server,removeDrawing,0,1236,,,,1,1,,,,2016912040
12/09/16,17:39,MULI FloorPlan,192.168.1.51,Server,previewDrawing,0,677,0,1700,1700,1,2,,,,2016912041
12/09/16,17:39,MULI FloorPlan,192.168.1.51,Server,removeDrawing,0,1412,,,,1,2,,,,2016912042
12/09/16,17:39,MULI FloorPlan,192.168.1.51,Server,removeDrawing,0,706,,,,1,3,,,,2016912043
12/09/16,17:39,MULI FloorPlan,192.168.1.51,Server,previewDrawing,0,552,0,1700,1700,1,3,,,,2016912044
12/09/16,17:39,MULI FloorPlan,192.168.1.51,Server,previewDrawing,0,1188,0,1700,1700,1,3,,,,2016912045
12/09/16,17:39,MULI FloorPlan,192.168.1.51,Server,removeDrawing,0,1785,,,,1,3,,,,2016912046
12/09/16,17:39,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,2804,,6155,1700,4,0,1,3,2,2016912047
12/09/16,17:39,MULI FloorPlan,192.168.1.51,Server,setActivity,0,3594,4,,,4,0,1,3,2,2016912048
12/09/16,17:42,MULI FloorPlan,192.168.1.51,Server,removeDrawing,0,1021,,,,1,1,,,,2016912049
12/09/16,17:42,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,1450,,1700,1700,1,0,,,,2016912050
12/09/16,17:42,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,1337,,1700,1700,1,1,,,,2016912051
12/09/16,17:42,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,1118,,1700,1700,1,1,,,,2016912052
12/09/16,17:42,MULI FloorPlan,192.168.1.51,Server,setActivity,0,2242,0,,,1,1,,,,2016912053
12/09/16,17:43,MULI FloorPlan,192.168.1.51,Server,applyDrawing,0,853,,1700,1700,1,1,,,,2016912054
